Trial ,Batch,Author,Year,Mean Age,Age Group,Paradigm,General Paradigm,General Paradigm 2,Stimuli Modality,Stimuli Domain,Pattern Type,Pattern Range,Test SL,General Test SL,SL Test Measure,Language Aspect,Language Test,Language Test Category,Language Test Category 2,Language Test Category 3,Language Related Disorder,Disorder Population,Sample Size,ES,SE,Fisher's Z,Fisher's SE
525,Oliveira,West et al. (2018),2018,"8,083",Children,Spatial contextual cueing,TP Learning,TP Learning,Visual/Spatial,Non-linguistic,Spatial pattern,Adjacent,Difference score,Reaction time,Processing based,Processing,Test of Receptive Grammar - 2,Syntax,Syntax,Comprehension,TD,TD,101,0.11,0.099287686,0.110446916,0.101015255
526,Oliveira,West et al. (2018),2018,"8,083",Children,Spatial contextual cueing,TP Learning,TP Learning,Visual/Spatial,Linguistic,Spatial pattern,Adjacent,Difference score,Reaction time,Processing based,Processing,Test of Receptive Grammar - 2,Syntax,Syntax,Comprehension,TD,TD,101,-0.02,0.10046358,-0.020002667,0.101015255
527,Oliveira,West et al. (2018),2018,"8,083",Children,Hebb serial repeition,SRT,Sequence learning,Visual,Non-linguistic,Probability,Adjacent,Sequence replication,Recall,Processing based,Processing,Test of Receptive Grammar - 2,Syntax,Syntax,Comprehension,TD,TD,101,0.05,0.100252522,0.050041729,0.101015255
528,Oliveira,West et al. (2018),2018,"8,083",Children,Hebb serial repeition,SRT,Sequence learning,Visual,Linguistic,Probability,Adjacent,Sequence replication,Recall,Processing based,Processing,Test of Receptive Grammar - 2,Syntax,Syntax,Comprehension,TD,TD,101,0.13,0.098805268,0.13073985,0.101015255
529,Oliveira,West et al. (2018),2018,"8,083",Children,SRTT,SRTT,Sequence learning,Visual,Non-linguistic,12-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,Literacy composite,Literacy,Literacy,Literacy,TD,TD,101,-0.2,0.09648363,-0.202732554,0.101015255
530,Oliveira,West et al. (2018),2018,"8,083",Children,SRTT,SRTT,Sequence learning,Visual,Non-linguistic,12-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,Literacy composite,Literacy,Literacy,Literacy,TD,TD,101,0.16,0.097930885,0.161386696,0.101015255
531,Oliveira,West et al. (2018),2018,"8,083",Children,SRTT,SRTT,Sequence learning,Visual,Linguistic,12-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,Literacy composite,Literacy,Literacy,Literacy,TD,TD,101,0.06,0.100141968,0.060072156,0.101015255
532,Oliveira,West et al. (2018),2018,"8,083",Children,SRTT,SRTT,Sequence learning,Visual,Linguistic,12-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,Literacy composite,Literacy,Literacy,Literacy,TD,TD,101,-0.04,0.100342976,-0.040021354,0.101015255
533,Oliveira,West et al. (2018),2018,"8,083",Children,Spatial contextual cueing,TP Learning,TP Learning,Visual/Spatial,Non-linguistic,Spatial pattern,Adjacent,Difference score,Reaction time,Processing based,Processing,Literacy composite,Literacy,Literacy,Literacy,TD,TD,101,0.1,0.099498744,0.100335348,0.101015255
534,Oliveira,West et al. (2018),2018,"8,083",Children,Spatial contextual cueing,TP Learning,TP Learning,Visual/Spatial,Linguistic,Spatial pattern,Adjacent,Difference score,Reaction time,Processing based,Processing,Literacy composite,Literacy,Literacy,Literacy,TD,TD,101,0.05,0.100252522,0.050041729,0.101015255
535,Oliveira,West et al. (2018),2018,"8,083",Children,Hebb serial repeition,SRT,Sequence learning,Visual,Non-linguistic,Probability,Adjacent,Sequence replication,Recall,Processing based,Processing,Literacy composite,Literacy,Literacy,Literacy,TD,TD,101,-0.01,0.100493731,-0.010000333,0.101015255
536,Oliveira,West et al. (2018),2018,"8,083",Children,Hebb serial repeition,SRT,Sequence learning,Visual,Linguistic,Probability,Adjacent,Sequence replication,Recall,Processing based,Processing,Literacy composite,Literacy,Literacy,Literacy,TD,TD,101,0.04,0.100342976,0.040021354,0.101015255
537,Oliveira,Gabriel et al. (2012),2012,"10,250",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,8-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,EVIP,Receptive Vocabulary,Vocabulary,Vocabulary,SLI,Clinical,15,0.19,0.26733776,0.192337169,0.288675135
538,Oliveira,Gabriel et al. (2012),2012,"10,250",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,8-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,EVIP,Receptive Vocabulary,Vocabulary,Vocabulary,SLI,Clinical,15,-0.06,0.276351638,-0.060072156,0.288675135
539,Oliveira,Gabriel et al. (2012),2012,"10,250",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,8-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,ELO,Expressive grammar abilities,Syntax,Comprehension,SLI,Clinical,15,-0.2,0.266256094,-0.202732554,0.288675135
540,Oliveira,Gabriel et al. (2012),2012,"10,250",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,8-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,ELO,Expressive grammar abilities,Syntax,Comprehension,SLI,Clinical,15,-0.11,0.273994162,-0.110446916,0.288675135
541,Oliveira,Gabriel et al. (2012),2012,"10,250",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,8-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,ECOSSE,Receptive grammar abilities,Syntax,Comprehension,SLI,Clinical,15,-0.18,0.268363955,-0.181982689,0.288675135
542,Oliveira,Gabriel et al. (2012),2012,"10,250",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,8-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,ECOSSE,Receptive grammar abilities,Syntax,Comprehension,SLI,Clinical,15,0.27,0.257131276,0.276863823,0.288675135
543,Oliveira,Gabriel et al. (2012),2012,"10,417",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,8-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,ECOSSE,Receptive grammar abilities,Syntax,Comprehension,TD,TD,15,0.24,0.261374733,0.244774113,0.288675135
544,Oliveira,Gabriel et al. (2012),2012,"10,417",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,8-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,ECOSSE,Receptive grammar abilities,Syntax,Comprehension,TD,TD,15,0.28,0.25560585,0.287682073,0.288675135
545,Oliveira,Gabriel et al. (2012),2012,"10,417",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,8-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,EVIP,Receptive Vocabulary,Vocabulary,Vocabulary,TD,TD,15,-0.75,0.121340668,-0.972955075,0.288675135
546,Oliveira,Gabriel et al. (2012),2012,"10,417",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,8-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,EVIP,Receptive Vocabulary,Vocabulary,Vocabulary,TD,TD,15,0.34,0.245288427,0.354092529,0.288675135
547,Oliveira,Vakil et al. (2015),2015,"12,000",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,12 positional sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,Alef Ad Taf - Silent reading speed,Reading,Reading,Literacy,DLD,Clinical,23,0.008,0.218203924,0.008000171,0.223606798
548,Oliveira,Vakil et al. (2015),2015,"12,000",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,13 positional sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,Alef Ad Taf - Reading errors,Reading,Reading,Literacy,DLD,Clinical,23,0.1,0.216035711,0.100335348,0.223606798
549,Oliveira,Vakil et al. (2015),2015,"12,000",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,14 positional sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,Alef Ad Taf - Pseudo-word rate,Phonology,Phonology,Phonology,DLD,Clinical,23,-0.401,0.183128235,-0.424839974,0.223606798
550,Oliveira,Vakil et al. (2015),2015,"12,000",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,15 positional sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,Alef Ad Taf - Phonemic segmentation,Phonology,Phonology,Phonology,DLD,Clinical,23,-0.354,0.190871697,-0.370009475,0.223606798
551,Oliveira,Vakil et al. (2015),2015,"12,000",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,16 positional sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,Alef Ad Taf - Phoneme deletion,Phonology,Phonology,Phonology,DLD,Clinical,23,0.703,0.110372645,0.873207271,0.223606798
552,Oliveira,Vakil et al. (2015),2015,"12,000",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,17 positional sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,Alef Ad Taf - Letter naming Rapid Automatized Naming,Orthography,Orthography,Literacy,DLD,Clinical,23,-0.257,0.203804817,-0.262893582,0.223606798
553,Oliveira,Vakil et al. (2015),2015,"12,000",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,18 positional sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,Alef Ad Taf - Verbal Fluency,Vocabulary,Vocabulary,Vocabulary,DLD,Clinical,23,0.631,0.131332037,0.743075979,0.223606798
554,Oliveira,Oliveira et al. (2022),2022,"20,110",Adults,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,12-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,Word reading,Literacy,Literacy,Literacy,TD,TD,47,0.04,0.148832685,0.040021354,0.150755672
555,Oliveira,Oliveira et al. (2022),2022,"20,110",Adults,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,12-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,Nonword reading,Phonology,Phonology,Phonology,TD,TD,47,0.02,0.14901157,0.020002667,0.150755672
556,Oliveira,Oliveira et al. (2022),2022,"20,110",Adults,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,12-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,Spelling,Literacy,Literacy,Literacy,TD,TD,47,0.2,0.143108351,0.202732554,0.150755672
557,Oliveira,Oliveira et al. (2022),2022,"20,110",Adults,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,12-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,Vocabulary,Vocabulary,Vocabulary,Vocabulary,TD,TD,47,-0.08,0.148117143,-0.080171325,0.150755672
558,Oliveira,Oliveira et al. (2022),2022,"20,110",Adults,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,12-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,Nonword repetition,Phonology,Phonology,Phonology,TD,TD,47,-0.04,0.148832685,-0.040021354,0.150755672
559,Oliveira,Oliveira et al. (2022),2022,"20,110",Adults,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,12-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,CELF-5 - Sentence recalling,Comprehension,Comprehension,Comprehension,TD,TD,47,-0.16,0.145254976,-0.161386696,0.150755672
560,Oliveira,Oliveira et al. (2022),2022,"20,110",Adults,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,12-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,Word reading,Literacy,Literacy,Literacy,TD,TD,47,0.014,0.149041981,0.014000915,0.150755672
561,Oliveira,Oliveira et al. (2022),2022,"20,110",Adults,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,12-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,Nonword reading,Phonology,Phonology,Phonology,TD,TD,47,0.08,0.148117143,0.080171325,0.150755672
562,Oliveira,Oliveira et al. (2022),2022,"20,110",Adults,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,12-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,Spelling,Literacy,Literacy,Literacy,TD,TD,47,0.25,0.139754249,0.255412812,0.150755672
563,Oliveira,Oliveira et al. (2022),2022,"20,110",Adults,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,12-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,Vocabulary,Vocabulary,Vocabulary,Vocabulary,TD,TD,47,0.11,0.147267437,0.110446916,0.150755672
564,Oliveira,Oliveira et al. (2022),2022,"20,110",Adults,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,12-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,Nonword repetition,Phonology,Phonology,Phonology,TD,TD,47,-0.1,0.147580487,-0.100335348,0.150755672
565,Oliveira,Oliveira et al. (2022),2022,"20,110",Adults,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,12-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,CELF-5 - Sentence recalling,Comprehension,Comprehension,Comprehension,TD,TD,47,-0.15,0.145717097,-0.151140436,0.150755672
566,Oliveira,Oliveira et al. (2022),2022,"20,110",Adults,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,12-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,Word reading,Literacy,Literacy,Literacy,TD,TD,47,-0.002,0.149070602,-0.002000003,0.150755672
567,Oliveira,Oliveira et al. (2022),2022,"20,110",Adults,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,12-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,Nonword reading,Phonology,Phonology,Phonology,TD,TD,47,0.06,0.148534542,0.060072156,0.150755672
568,Oliveira,Oliveira et al. (2022),2022,"20,110",Adults,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,12-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,Spelling,Literacy,Literacy,Literacy,TD,TD,47,0.03,0.148937034,0.030009005,0.150755672
569,Oliveira,Oliveira et al. (2022),2022,"20,110",Adults,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,12-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,Vocabulary,Vocabulary,Vocabulary,Vocabulary,TD,TD,47,0.39,0.126397469,0.411800035,0.150755672
570,Oliveira,Oliveira et al. (2022),2022,"20,110",Adults,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,12-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,Nonword repetition,Phonology,Phonology,Phonology,TD,TD,47,-0.24,0.140484698,-0.244774113,0.150755672
571,Oliveira,Oliveira et al. (2022),2022,"20,110",Adults,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,12-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,CELF-5 - Sentence recalling,Comprehension,Comprehension,Comprehension,TD,TD,47,-0.29,0.136534311,-0.298566264,0.150755672
572,Oliveira,Llompart and Dabrowska (2020),2020,"21,630",Adults,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,12-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,Grammaticality judgement task,Syntax,Syntax,Comprehension,TD,TD,60,0.12,0.12941562,0.120581028,0.132453236
573,Oliveira,Llompart and Dabrowska (2020),2020,"21,630",Adults,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,12-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,Shipley Institute of Living Scale,Vocabulary,Vocabulary,Vocabulary,TD,TD,60,0.18,0.127052104,0.181982689,0.132453236
574,Oliveira,Llompart and Dabrowska (2020),2020,"21,630",Adults,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,12-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,Words that Go Together Test - Collocations,Literacy,Literacy,Literacy,TD,TD,60,0.2,0.126054176,0.202732554,0.132453236
575,Oliveira,Hsu and Bishop (2014),2014,"7,141",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,Test for Reception of Grammar-Electronic,Syntax,Syntax,Comprehension,Mixed,Mixed,56,-0.14,0.133415541,-0.140925576,0.137360564
576,Oliveira,Hsu and Bishop (2014),2014,"7,141",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,British Picture Vocabulary Scales II,Vocabulary,Vocabulary,Vocabulary,Mixed,Mixed,56,-0.19,0.131170176,-0.192337169,0.137360564
577,Oliveira,Mimeau et al. (2016),2016,"6,500",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,Past tense production - regular verbs,Syntax,Syntax,Comprehension,TD,TD,76,-0.01,0.116236014,-0.010000333,0.117041147
578,Oliveira,Mimeau et al. (2016),2016,"6,500",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,Past tense production - irregular verbs,Syntax,Syntax,Comprehension,TD,TD,76,0.23,0.110098139,0.234189467,0.117041147
579,Oliveira,Mimeau et al. (2016),2016,"6,500",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,Test for Reception of Grammar-Electronic,Vocabulary,Vocabulary,Vocabulary,TD,TD,76,0.07,0.115678025,0.070114671,0.117041147
580,Oliveira,Lukács and Kemény (2014),2014,"9,100",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,Test for Reception of Grammar,Syntax,Syntax,Comprehension,SLI,Clinical,29,-0.069,0.191533835,-0.069109817,0.196116135
581,Oliveira,Lukács and Kemény (2014),2014,"9,100",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,Receptive vocabulary,Vocabulary,Vocabulary,Vocabulary,SLI,Clinical,29,0.058,0.191802688,0.058065169,0.196116135
582,Oliveira,Lukács and Kemény (2014),2014,"9,100",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,Sentence recall,Syntax,Syntax,Comprehension,SLI,Clinical,29,-0.069,0.191533835,-0.069109817,0.196116135
583,Oliveira,Lukács and Kemény (2014),2014,"9,100",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,Nonword repetition,Phonology,Phonology,Phonology,SLI,Clinical,29,0.051,0.191949527,0.051044286,0.196116135
584,Oliveira,Stoodley et al. (2006),2006,"22,833",Adults,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,WRAT reading and spelling,Literacy,Literacy,Literacy,TD,TD,21,-0.215,0.218810992,-0.218407819,0.23570226
585,Oliveira,Stoodley et al. (2006),2006,"22,833",Adults,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,Olson orthographic test - accuracy,Literacy,Literacy,Literacy,TD,TD,21,0.034,0.229150529,0.03401311,0.23570226
586,Oliveira,Stoodley et al. (2006),2006,"22,833",Adults,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,Olson orthographic test - reaction time,Literacy,Literacy,Literacy,TD,TD,21,0.204,0.219868369,0.20690272,0.23570226
587,Oliveira,Stoodley et al. (2006),2006,"22,833",Adults,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,Phonological choice task - accuracy,Phonology,Phonology,Phonology,TD,TD,21,-0.353,0.200828469,-0.368866667,0.23570226
588,Oliveira,Stoodley et al. (2006),2006,"22,833",Adults,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,Phonological choice task - reaction time,Phonology,Phonology,Phonology,TD,TD,21,0.18,0.221982664,0.181982689,0.23570226
589,Oliveira,Stoodley et al. (2006),2006,"23,917",Adults,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,WRAT reading and spelling,Literacy,Literacy,Literacy,DLD,Clinical,19,0.719,0.117154166,0.905571668,0.25
590,Oliveira,Stoodley et al. (2006),2006,"23,917",Adults,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,Olson orthographic test - accuracy,Literacy,Literacy,Literacy,DLD,Clinical,19,0.371,0.209152779,0.389582211,0.25
591,Oliveira,Stoodley et al. (2006),2006,"23,917",Adults,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,Olson orthographic test - reaction time,Literacy,Literacy,Literacy,DLD,Clinical,19,0.396,0.204502159,0.418896043,0.25
592,Oliveira,Stoodley et al. (2006),2006,"23,917",Adults,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,Phonological choice task - accuracy,Phonology,Phonology,Phonology,DLD,Clinical,19,0.225,0.230257259,0.228916547,0.25
593,Oliveira,Stoodley et al. (2006),2006,"23,917",Adults,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,Phonological choice task - reaction time,Phonology,Phonology,Phonology,DLD,Clinical,19,0.295,0.221428962,0.304034086,0.25
594,Oliveira,Mayor-Dubois et al. (2014),2014,"18,000",Adults,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,Rapid automized naming task,Literacy,Literacy,Literacy,DLD,Clinical,65,0.651,0.07259425,0.777032261,0.127000127
595,Oliveira,Mayor-Dubois et al. (2014),2014,"18,000",Adults,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,Phonological awareness,Phonology,Phonology,Phonology,DLD,Clinical,65,0.488,0.095984834,0.533431795,0.127000127
596,Oliveira,Park et al. (2018),2018,"10,270",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,CELF-4 - Core language score,Literacy,Literacy,Literacy,TD,TD,59,0.221,0.125984087,0.224707214,0.133630621
597,Oliveira,Park et al. (2018),2018,"10,270",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,CELF-4 -  Receptive language index,Comprehension,Comprehension,Comprehension,TD,TD,59,0.125,0.130383654,0.125657214,0.133630621
598,Oliveira,Park et al. (2018),2018,"10,270",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,CELF-4 -  Expressive language index,Comprehension,Comprehension,Comprehension,TD,TD,59,0.221,0.125984087,0.224707214,0.133630621
599,Oliveira,Park et al. (2018),2018,"10,270",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,CELF-4 -  Receptive vocabulary,Vocabulary,Vocabulary,Vocabulary,TD,TD,59,0.123,0.130449351,0.123625981,0.133630621
600,Oliveira,Park et al. (2018),2018,"10,270",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,CELF-4 -  Expressive vocabulary,Vocabulary,Vocabulary,Vocabulary,TD,TD,59,0.175,0.128396855,0.17682002,0.133630621
601,Oliveira,Park et al. (2018),2018,"9,950",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,CELF-4 - Core language score,Literacy,Literacy,Literacy,DLD,Clinical,27,-0.209,0.1912638,-0.212125441,0.204124145
602,Oliveira,Park et al. (2018),2018,"9,950",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,CELF-4 -  Receptive language index,Comprehension,Comprehension,Comprehension,DLD,Clinical,27,0.076,0.1988448,0.076146835,0.204124145
603,Oliveira,Park et al. (2018),2018,"9,950",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,CELF-4 -  Expressive language index,Comprehension,Comprehension,Comprehension,DLD,Clinical,27,-0.321,0.1793918,-0.332761589,0.204124145
604,Oliveira,Park et al. (2018),2018,"9,950",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,CELF-4 -  Receptive vocabulary,Vocabulary,Vocabulary,Vocabulary,DLD,Clinical,27,0.149,0.1955598,0.150117575,0.204124145
605,Oliveira,Park et al. (2018),2018,"9,950",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,CELF-4 -  Expressive vocabulary,Vocabulary,Vocabulary,Vocabulary,DLD,Clinical,27,-0.268,0.1856352,-0.274707811,0.204124145
606,Oliveira,Gabay et al. (2012),2012,24.83,Adults,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,8-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,Word Reading Accuracy,Literacy,Literacy,Literacy,TD,TD,12,0.249,0.296621328,0.254346429,0.333333333
607,Oliveira,Gabay et al. (2012),2012,24.83,Adults,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,8-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,Word Reading Speed,Literacy,Literacy,Literacy,TD,TD,12,0.193,0.304448598,0.195451377,0.333333333
608,Oliveira,Gabay et al. (2012),2012,24.83,Adults,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,8-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,Nonword Reading Accuracy,Phonology,Phonology,Phonology,TD,TD,12,0,0.316227715,-0.0004,0.333333333
609,Oliveira,Gabay et al. (2012),2012,24.83,Adults,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,8-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,Nonword Reading Speed,Phonology,Phonology,Phonology,TD,TD,12,0.083,0.314049273,0.083191387,0.333333333
610,Oliveira,Gabay et al. (2012),2012,24.83,Adults,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,8-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,Rapid automized naming - Numbers,Literacy,Literacy,Literacy,TD,TD,12,0.436,0.256026412,0.467673955,0.333333333
611,Oliveira,Gabay et al. (2012),2012,24.83,Adults,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,8-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,Rapid automized naming -  Letters,Literacy,Literacy,Literacy,TD,TD,12,-0.161,0.307990045,-0.162823809,0.333333333
